,动画,番剧,国创,音乐,舞蹈,游戏,娱乐,生活,鬼畜,影视,放映厅,时尚,广告,科技,数码
2010年06月03日,1202,233,15,1729,15,944,0,797,333,9,1,0,2,5,0
2010年06月04日,1216,238,15,1737,15,956,0,802,335,10,1,0,2,5,0
2010年06月05日,1229,240,16,1756,15,967,0,808,336,10,1,0,2,6,0
2010年06月06日,1238,244,16,1772,16,982,0,829,338,10,1,0,2,6,0
2010年06月07日,1243,245,16,1787,16,990,0,843,342,11,1,0,2,6,0
2010年06月08日,1255,246,16,1798,16,996,0,853,344,11,1,0,2,6,0
2010年06月09日,1262,248,16,1819,16,1007,0,868,347,11,1,0,2,6,0
2010年06月10日,1271,251,17,1828,17,1014,0,875,347,13,1,0,2,6,0
2010年06月11日,1274,254,17,1835,18,1023,0,879,348,13,1,0,2,6,0
2010年06月12日,1286,256,17,1857,19,1031,0,889,350,14,1,0,2,6,0
2010年06月13日,1298,256,17,1872,19,1041,0,907,351,15,1,0,2,6,0
2010年06月14日,1307,258,17,1881,19,1048,0,919,354,17,1,0,2,6,0
2010年06月15日,1327,261,17,1902,19,1063,0,927,354,18,1,0,2,6,0
2010年06月16日,1350,263,17,1922,19,1091,0,941,357,18,1,0,2,6,0
2010年06月17日,1368,264,17,1937,19,1107,0,956,362,18,1,0,2,7,0
2010年06月18日,1387,266,17,1957,21,1125,0,968,364,18,1,0,2,7,0
2010年06月19日,1410,268,17,1967,21,1148,0,978,371,20,1,0,2,7,0
2010年06月20日,1429,269,17,1989,21,1168,0,993,375,20,1,0,2,7,0
2010年06月21日,1446,270,17,2006,22,1184,0,1015,378,20,1,0,2,7,0
2010年06月22日,1455,273,18,2020,22,1192,0,1025,383,22,1,0,2,7,0
2010年06月23日,1468,275,18,2036,22,1210,0,1043,384,22,1,0,2,7,0
2010年06月24日,1483,275,19,2060,22,1223,0,1065,385,22,1,0,2,7,0
2010年06月25日,1501,278,19,2084,22,1254,0,1074,387,22,1,0,3,7,0
2010年06月26日,1516,280,19,2114,22,1269,0,1093,391,22,1,0,4,7,0
2010年06月27日,1539,282,19,2138,22,1284,0,1104,397,22,1,0,4,9,0
2010年06月28日,1567,287,20,2160,22,1303,0,1117,405,22,1,0,4,9,0
2010年06月29日,1585,292,20,2180,23,1323,0,1133,409,23,1,0,4,9,0
2010年06月30日,1615,294,20,2199,23,1340,0,1150,413,23,1,0,4,9,0
2010年07月01日,1628,297,20,2221,23,1351,0,1170,418,23,1,0,4,9,0
2010年07月02日,1643,304,20,2243,23,1366,0,1187,424,24,1,0,4,9,0
2010年07月03日,1660,306,20,2271,23,1382,0,1214,427,24,1,0,4,9,0
2010年07月04日,1688,308,20,2288,23,1404,0,1233,430,24,1,0,4,9,0
2010年07月05日,1715,309,20,2315,23,1419,0,1248,433,24,1,0,4,9,0
2010年07月06日,1736,314,21,2339,23,1438,0,1272,435,24,1,0,4,9,0
2010年07月07日,1752,315,21,2369,23,1458,0,1290,445,24,1,0,4,9,0
2010年07月08日,1764,319,22,2389,24,1478,0,1310,448,24,1,0,4,9,0
2010年07月09日,1769,321,22,2394,24,1480,0,1312,448,24,1,0,5,9,0
2010年07月10日,1775,321,22,2396,24,1480,0,1312,449,24,1,0,5,9,0
2010年07月11日,1783,323,22,2398,24,1489,0,1314,450,24,1,0,5,10,0
2010年07月12日,1805,329,23,2420,24,1512,0,1332,452,24,1,0,5,10,0
2010年07月13日,1822,331,23,2462,24,1521,0,1351,459,26,1,0,5,10,0
2010年07月14日,1834,332,23,2477,24,1540,0,1373,465,26,1,0,5,10,0
2010年07月15日,1856,336,23,2508,24,1554,0,1393,470,26,1,0,5,10,0
2010年07月16日,1875,342,24,2526,24,1563,0,1408,475,26,1,0,5,10,0
2010年07月17日,1891,344,24,2544,26,1578,0,1426,477,26,1,0,5,10,0
2010年07月18日,1919,346,25,2565,26,1585,0,1446,481,26,1,0,5,10,0
2010年07月19日,1941,351,26,2586,26,1595,0,1458,487,27,1,0,5,10,0
2010年07月20日,1966,353,26,2622,26,1613,0,1480,498,27,1,0,5,10,0
2010年07月21日,1986,358,26,2647,26,1625,0,1506,501,27,1,0,5,10,0
2010年07月22日,2010,364,27,2677,26,1644,0,1525,505,27,1,0,5,10,1
2010年07月23日,2023,371,27,2700,26,1661,0,1549,508,27,1,0,5,10,1
2010年07月24日,2035,373,27,2722,26,1678,0,1578,511,28,1,0,5,10,1
2010年07月25日,2050,376,27,2744,26,1689,0,1600,512,28,1,0,5,10,1
2010年07月26日,2073,380,27,2772,26,1702,0,1616,515,28,1,0,5,10,1
2010年07月27日,2089,384,27,2795,26,1718,0,1653,518,28,1,0,5,10,1
2010年07月28日,2109,387,27,2809,26,1735,0,1676,520,29,1,0,5,10,1
2010年07月29日,2123,391,27,2821,26,1751,0,1693,523,29,1,0,5,10,1
2010年07月30日,2146,395,27,2833,26,1767,0,1708,529,30,1,0,5,10,1
2010年07月31日,2165,396,27,2852,27,1779,0,1727,532,30,1,0,5,10,1
2010年08月01日,2184,399,28,2873,27,1803,0,1744,536,30,1,0,5,10,1
2010年08月02日,2203,402,28,2889,27,1827,0,1768,541,30,1,0,5,11,1
2010年08月03日,2224,407,29,2908,27,1850,0,1788,547,30,1,0,5,11,1
2010年08月04日,2242,415,30,2934,27,1866,0,1804,555,30,1,0,5,11,2
2010年08月05日,2265,418,30,2948,27,1881,0,1817,557,30,1,0,5,11,2
2010年08月06日,2284,423,31,2962,27,1892,0,1835,561,31,1,0,5,11,2
2010年08月07日,2295,425,31,2974,27,1905,0,1861,564,31,1,0,5,11,2
2010年08月08日,2320,428,31,2995,27,1918,0,1888,569,31,1,0,5,11,2
2010年08月09日,2330,432,31,3001,27,1930,0,1913,572,31,1,0,5,11,3
2010年08月10日,2351,436,31,3034,27,1946,0,1944,575,31,1,0,5,11,3
2010年08月11日,2380,440,31,3052,29,1969,0,1966,584,31,1,0,5,11,3
2010年08月12日,2396,443,31,3075,30,1993,0,1997,591,31,1,0,5,11,3
2010年08月13日,2428,451,32,3100,32,2014,0,2031,597,31,1,0,5,11,3
2010年08月14日,2450,453,32,3120,32,2035,0,2067,600,31,1,0,5,11,3
2010年08月15日,2457,455,32,3124,32,2036,0,2070,601,31,1,0,5,11,3
2010年08月16日,2486,456,32,3153,35,2063,0,2108,612,31,1,0,5,11,3
2010年08月17日,2509,458,32,3171,35,2075,0,2131,619,31,1,0,5,11,3
2010年08月18日,2533,460,33,3188,35,2098,0,2174,621,31,1,0,5,11,3
2010年08月19日,2552,465,33,3210,35,2124,0,2191,625,31,1,0,5,11,3
2010年08月20日,2567,470,33,3228,37,2139,0,2222,630,31,1,0,5,11,3
2010年08月21日,2602,473,33,3249,37,2157,0,2249,634,31,1,0,5,11,3
2010年08月22日,2632,474,34,3274,37,2182,0,2277,636,31,1,0,5,11,3
2010年08月23日,2665,475,34,3288,37,2195,0,2300,639,31,1,0,5,11,3
2010年08月24日,2688,478,34,3308,37,2214,0,2331,642,31,1,0,5,11,3
2010年08月25日,2723,500,34,3324,37,2228,0,2360,647,31,1,0,5,11,3
2010年08月26日,2739,502,35,3341,37,2244,0,2389,653,31,1,0,5,11,3
2010年08月27日,2767,508,35,3364,37,2260,0,2421,658,31,1,0,5,11,3
2010年08月28日,2796,512,35,3392,41,2281,0,2453,662,31,1,0,5,11,3
2010年08月29日,2828,514,35,3417,43,2297,0,2493,662,31,1,0,5,11,3
2010年08月30日,2860,515,36,3440,45,2314,0,2537,673,31,1,0,5,11,3
2010年08月31日,2883,517,36,3469,46,2328,0,2573,676,31,1,0,5,11,3
2010年09月01日,2898,518,37,3485,46,2346,0,2607,678,31,1,0,5,11,3
2010年09月02日,2918,520,38,3510,46,2361,0,2647,680,31,1,0,6,11,3
2010年09月03日,2931,525,38,3535,47,2376,0,2675,682,31,1,0,6,11,3
2010年09月04日,2960,527,38,3559,50,2393,0,2695,685,31,1,0,6,11,3
2010年09月05日,2990,530,38,3595,51,2403,0,2717,688,31,1,0,7,12,3
2010年09月06日,3015,533,38,3623,51,2422,0,2738,692,31,1,0,7,12,3
2010年09月07日,3035,537,38,3647,52,2431,0,2751,704,31,1,0,7,12,3
2010年09月08日,3055,540,38,3662,52,2441,0,2766,708,31,1,0,7,12,3
2010年09月09日,3064,542,38,3683,53,2452,0,2800,712,31,1,0,7,13,3
2010年09月10日,3081,546,38,3703,53,2464,0,2827,716,31,1,0,7,13,3
2010年09月11日,3120,549,38,3726,53,2483,0,2850,721,31,1,0,7,13,3
2010年09月12日,3155,552,38,3748,53,2504,0,2878,732,31,1,0,7,13,3
2010年09月13日,3180,554,38,3767,53,2520,0,2898,738,31,1,0,7,13,3
2010年09月14日,3202,559,38,3789,53,2536,0,2910,743,31,1,0,7,13,3
2010年09月15日,3218,563,39,3805,53,2552,0,2931,747,31,1,0,7,13,3
2010年09月16日,3241,567,39,3823,53,2570,0,2959,751,31,1,0,7,13,3
2010年09月17日,3260,576,39,3840,54,2584,0,2988,756,31,1,0,7,13,3
2010年09月18日,3283,579,39,3861,54,2595,0,3013,757,31,1,0,7,14,3
2010年09月19日,3302,585,39,3882,54,2613,0,3039,764,31,1,0,7,14,3
2010年09月20日,3321,588,39,3898,56,2623,0,3055,769,31,1,0,7,14,3
2010年09月21日,3340,596,40,3918,56,2640,0,3091,774,31,1,0,7,14,3
2010年09月22日,3359,601,40,3959,56,2661,0,3117,776,31,1,0,7,15,3
2010年09月23日,3386,605,40,3979,56,2678,0,3152,781,31,1,0,7,15,4
2010年09月24日,3431,611,40,4004,58,2695,0,3176,788,31,1,0,7,15,4
2010年09月25日,3467,615,40,4027,58,2717,0,3202,792,31,1,0,7,15,4
2010年09月26日,3491,618,40,4043,58,2727,0,3227,793,31,1,0,7,15,4
2010年09月27日,3515,620,40,4058,58,2739,0,3244,799,31,1,0,7,15,4
2010年09月28日,3531,624,40,4074,58,2752,0,3270,802,31,1,0,7,15,4
2010年09月29日,3548,625,41,4102,58,2773,0,3296,805,31,1,0,7,15,4
2010年09月30日,3567,627,42,4118,58,2790,0,3314,810,31,1,0,7,15,4
2010年10月01日,3599,629,42,4137,58,2804,1,3335,815,31,1,0,7,15,4
2010年10月02日,3625,639,42,4163,58,2820,1,3363,821,31,1,0,7,15,4
2010年10月03日,3655,642,43,4190,58,2842,1,3395,828,31,1,0,7,15,4
2010年10月04日,3691,650,43,4213,59,2855,1,3419,831,31,2,0,7,15,4
2010年10月05日,3717,655,43,4240,60,2874,1,3445,844,31,3,0,7,15,4
2010年10月06日,3751,660,43,4271,66,2899,1,3460,861,31,3,0,7,15,4
2010年10月07日,3772,663,43,4302,71,2923,1,3478,881,31,3,0,7,15,4
2010年10月08日,3798,667,43,4324,75,2940,1,3494,889,31,3,0,7,15,4
2010年10月09日,3824,678,43,4353,75,2959,1,3512,893,31,3,0,7,15,4
2010年10月10日,3860,681,44,4399,78,2981,1,3532,903,31,4,0,7,15,4
2010年10月11日,3887,694,44,4415,78,2997,1,3552,911,31,5,0,7,15,4
2010年10月12日,3922,695,44,4453,79,3009,1,3576,922,31,5,0,7,15,4
2010年10月13日,3934,698,45,4466,82,3020,1,3584,929,31,6,0,7,15,4
2010年10月14日,3955,700,45,4485,84,3032,1,3606,936,31,6,0,7,15,4
2010年10月15日,3973,708,45,4505,84,3046,1,3631,937,31,6,0,7,15,4
2010年10月16日,3993,718,45,4522,85,3061,1,3654,940,31,6,0,7,15,4
2010年10月17日,4015,724,45,4554,87,3075,1,3667,946,31,6,0,7,15,4
2010年10月18日,4034,732,45,4571,87,3082,2,3689,948,31,6,0,7,15,4
2010年10月19日,4061,739,46,4596,88,3096,2,3705,953,31,6,0,7,15,4
2010年10月20日,4081,741,46,4609,88,3111,2,3717,957,31,6,0,7,15,4
2010年10月21日,4106,742,47,4625,88,3125,2,3734,961,31,7,0,7,15,4
2010年10月22日,4122,746,47,4641,90,3139,2,3761,970,31,7,0,7,15,4
2010年10月23日,4149,754,47,4671,90,3149,2,3784,979,31,7,0,7,15,4
2010年10月24日,4183,759,47,4701,91,3172,2,3805,988,31,7,0,7,15,4
2010年10月25日,4203,766,47,4722,92,3189,2,3821,998,31,7,0,7,16,4
2010年10月26日,4220,771,47,4741,95,3201,2,3851,1000,31,7,0,7,16,4
2010年10月27日,4244,776,48,4774,98,3212,2,3872,1010,31,7,0,7,16,4
2010年10月28日,4270,777,48,4801,98,3222,2,3887,1016,31,7,0,7,16,4
2010年10月29日,4283,784,48,4820,103,3239,2,3901,1019,32,7,0,7,16,4
2010年10月30日,4303,792,48,4852,103,3254,2,3914,1024,32,7,0,7,16,4
2010年10月31日,4328,795,48,4877,104,3267,2,3934,1034,32,7,0,7,16,4
2010年11月01日,4354,805,48,4901,106,3280,2,3953,1041,32,7,0,7,16,4
2010年11月02日,4379,808,48,4928,106,3299,2,3974,1053,32,7,0,7,16,4
2010年11月03日,4396,811,49,4954,106,3310,2,3992,1062,32,7,0,7,16,4
2010年11月04日,4417,816,49,4982,106,3324,2,4016,1070,32,7,0,7,16,4
2010年11月05日,4437,822,49,5006,106,3340,2,4036,1072,32,7,0,7,16,4
2010年11月06日,4460,832,50,5035,106,3364,2,4058,1089,33,7,0,7,16,4
2010年11月07日,4487,836,50,5063,106,3386,2,4078,1093,33,7,0,7,17,4
2010年11月08日,4512,841,50,5087,108,3403,2,4098,1103,33,7,0,7,17,4
2010年11月09日,4538,845,50,5119,111,3423,2,4111,1108,33,7,0,7,17,4
2010年11月10日,4560,848,50,5155,112,3436,2,4128,1112,33,7,0,7,18,4
2010年11月11日,4591,850,51,5195,116,3459,2,4152,1128,34,7,0,7,18,4
2010年11月12日,4622,859,52,5226,121,3477,2,4179,1136,34,7,0,7,18,4
2010年11月13日,4656,870,52,5278,125,3490,2,4209,1144,34,7,0,7,18,4
2010年11月14日,4698,872,52,5307,126,3514,2,4229,1157,34,7,0,7,18,4
2010年11月15日,4742,880,52,5334,127,3536,2,4265,1162,34,7,0,7,18,4
2010年11月16日,4778,887,52,5368,128,3558,2,4284,1170,34,7,0,7,19,4
2010年11月17日,4808,890,52,5395,129,3579,2,4302,1180,34,7,0,7,19,4
2010年11月18日,4849,895,52,5421,130,3592,2,4332,1184,34,7,0,7,19,4
2010年11月19日,4872,899,52,5444,132,3603,2,4358,1190,34,7,0,7,19,4
2010年11月20日,4897,911,52,5467,133,3619,2,4395,1199,36,7,0,7,19,4
2010年11月21日,4924,914,52,5503,134,3638,2,4424,1205,36,7,0,7,19,4
2010年11月22日,4941,920,52,5534,134,3652,2,4452,1210,36,7,0,7,19,4
2010年11月23日,4964,928,52,5550,136,3675,2,4478,1216,36,8,0,8,19,4
2010年11月24日,4986,929,52,5579,136,3692,2,4495,1222,36,8,0,8,19,4
2010年11月25日,5011,934,52,5609,137,3705,2,4520,1227,36,8,0,8,19,4
2010年11月26日,5034,939,52,5627,138,3720,2,4539,1233,36,9,0,8,19,4
2010年11月27日,5058,950,52,5656,146,3748,2,4573,1240,36,10,0,8,19,4
2010年11月28日,5094,952,53,5681,148,3771,2,4604,1249,36,11,0,8,19,4
2010年11月29日,5124,956,53,5706,152,3791,2,4628,1256,36,11,0,8,20,4
2010年11月30日,5149,962,53,5735,157,3812,2,4654,1268,36,11,0,8,20,4
2010年12月01日,5176,967,53,5758,164,3838,2,4683,1272,36,12,0,8,21,4
2010年12月02日,5198,970,54,5777,164,3853,2,4706,1276,36,12,0,8,22,4
2010年12月03日,5224,976,54,5787,168,3863,2,4730,1277,36,13,0,8,22,5
2010年12月04日,5248,987,55,5813,170,3892,2,4748,1283,36,13,0,8,23,5
2010年12月05日,5286,991,55,5844,172,3922,2,4766,1288,36,13,0,8,23,5
2010年12月06日,5304,995,55,5865,175,3932,2,4777,1290,36,13,0,8,23,5
2010年12月07日,5343,1000,56,5902,176,3945,2,4797,1295,36,14,0,8,23,5
2010年12月08日,5375,1001,56,5925,178,3958,2,4811,1299,36,14,0,8,23,5
2010年12月09日,5403,1004,56,5944,182,3970,2,4840,1303,36,14,0,8,23,5
2010年12月10日,5429,1008,57,5974,187,3984,2,4853,1310,36,15,0,8,23,5
2010年12月11日,5456,1029,57,6007,187,4009,2,4876,1318,36,15,0,8,23,5
2010年12月12日,5492,1036,57,6052,189,4042,2,4905,1324,36,15,0,8,25,5
2010年12月13日,5524,1043,57,6070,189,4057,2,4915,1334,37,15,0,8,26,5
2010年12月14日,5557,1046,57,6098,193,4063,2,4937,1344,37,15,0,8,27,5
2010年12月15日,5585,1050,57,6122,194,4079,2,4959,1352,37,15,0,8,27,5
2010年12月16日,5605,1053,58,6143,202,4092,2,4982,1357,37,15,0,8,28,5
2010年12月17日,5627,1057,59,6169,203,4107,2,4991,1364,37,15,0,8,30,5
2010年12月18日,5662,1069,59,6188,204,4131,2,5018,1373,37,15,0,8,31,5
2010年12月19日,5683,1075,59,6201,207,4153,2,5050,1379,37,15,0,8,31,5
2010年12月20日,5706,1081,59,6223,209,4168,2,5064,1390,37,15,0,8,31,5
2010年12月21日,5728,1089,59,6252,210,4185,2,5086,1394,37,15,0,8,31,5
2010年12月22日,5764,1095,59,6274,211,4206,2,5107,1407,37,15,0,8,31,5
2010年12月23日,5791,1102,59,6302,215,4229,2,5135,1415,37,17,0,8,31,5
2010年12月24日,5816,1107,59,6340,218,4252,2,5155,1424,37,18,0,8,31,5
2010年12月25日,5868,1115,59,6373,222,4274,2,5178,1441,38,18,0,8,32,5
2010年12月26日,5902,1123,59,6411,225,4296,2,5196,1454,38,19,0,8,33,5
2010年12月27日,5937,1128,60,6432,234,4324,2,5217,1461,38,20,0,8,34,5
2010年12月28日,5964,1135,60,6460,237,4351,2,5246,1468,38,21,0,8,34,5
2010年12月29日,5988,1139,60,6489,243,4371,2,5265,1475,38,21,0,8,34,5
2010年12月30日,6027,1144,61,6520,244,4397,2,5280,1482,38,22,0,8,34,5
2010年12月31日,6069,1149,61,6545,245,4414,2,5296,1493,38,23,0,8,35,5
2011年01月01日,6095,1212,61,6586,248,4435,2,5329,1507,38,23,0,8,35,5
2011年01月02日,6128,1221,61,6619,248,4459,2,5356,1514,38,24,0,8,36,5
2011年01月03日,6152,1226,61,6638,251,4487,2,5376,1520,38,24,0,8,36,5
2011年01月04日,6183,1230,61,6669,256,4507,2,5416,1530,38,24,0,8,36,5
2011年01月05日,6200,1239,61,6687,257,4529,2,5446,1534,38,25,0,8,36,5
2011年01月06日,6217,1242,62,6710,261,4545,2,5477,1539,38,26,0,8,36,5
2011年01月07日,6236,1247,62,6730,266,4563,2,5509,1545,38,27,0,8,37,5
2011年01月08日,6267,1251,62,6762,273,4581,2,5535,1546,38,28,0,8,37,5
2011年01月09日,6292,1252,62,6786,276,4598,2,5559,1551,38,29,0,8,37,5
2011年01月10日,6311,1257,62,6812,277,4620,2,5592,1556,38,30,0,8,37,5
2011年01月11日,6333,1272,62,6831,279,4644,2,5624,1565,38,30,0,8,37,5
2011年01月12日,6352,1277,62,6866,282,4683,3,5653,1569,38,31,0,8,38,5
2011年01月13日,6378,1279,62,6894,287,4717,3,5679,1575,38,31,0,8,39,5
2011年01月14日,6405,1283,62,6922,290,4753,3,5696,1581,38,32,0,8,39,5
2011年01月15日,6428,1286,62,6955,296,4781,3,5716,1591,39,32,0,8,40,5
2011年01月16日,6471,1296,63,6979,304,4802,3,5735,1607,40,32,0,8,41,5
2011年01月17日,6509,1304,63,7010,313,4826,3,5759,1621,40,33,0,8,41,5
2011年01月18日,6530,1318,64,7038,316,4851,3,5778,1629,40,34,0,8,41,5
2011年01月19日,6551,1324,66,7065,317,4882,3,5801,1633,40,35,0,8,41,5
2011年01月20日,6573,1328,66,7087,320,4912,3,5819,1645,40,35,0,8,42,5
2011年01月21日,6601,1332,66,7115,321,4954,3,5850,1652,40,36,0,8,42,5
2011年01月22日,6642,1336,66,7150,330,4982,3,5882,1661,40,37,0,8,43,5
2011年01月23日,6675,1349,66,7180,336,5005,3,5908,1667,40,37,0,8,43,5
2011年01月24日,6717,1355,66,7216,337,5041,3,5941,1681,40,38,0,8,43,5
2011年01月25日,6747,1361,66,7257,338,5078,3,5979,1690,40,40,0,8,44,5
2011年01月26日,6771,1367,68,7282,339,5126,3,6012,1707,40,41,0,8,44,5
2011年01月27日,6793,1372,68,7322,343,5151,3,6053,1718,40,43,0,8,44,5
2011年01月28日,6821,1377,68,7354,348,5183,3,6086,1726,40,45,0,8,44,5
2011年01月29日,6861,1383,68,7387,352,5225,3,6112,1730,40,47,0,8,45,5
2011年01月30日,6907,1388,68,7413,358,5265,3,6151,1739,40,47,0,8,45,5
2011年01月31日,6957,1395,68,7452,362,5310,3,6192,1754,40,48,0,8,45,5
2011年02月01日,7007,1408,69,7495,364,5358,3,6228,1770,40,50,0,8,45,5
2011年02月02日,7038,1416,69,7551,366,5398,3,6258,1781,40,55,0,8,46,5
2011年02月03日,7074,1418,69,7597,371,5454,3,6313,1787,40,57,0,8,47,5
2011年02月04日,7114,1421,69,7644,371,5500,3,6378,1799,40,60,0,8,48,5
2011年02月05日,7148,1427,69,7694,374,5570,3,6425,1815,40,60,0,8,48,5
2011年02月06日,7194,1432,69,7743,376,5613,3,6468,1825,41,60,0,8,48,6
2011年02月07日,7251,1435,69,7790,387,5670,3,6503,1844,41,64,0,8,48,6
2011年02月08日,7300,1442,69,7863,388,5717,3,6559,1856,41,68,0,8,48,6
2011年02月09日,7357,1454,69,7914,392,5782,3,6610,1866,41,68,0,9,48,6
2011年02月10日,7413,1458,69,7962,401,5838,3,6661,1873,41,72,0,9,49,6
2011年02月11日,7469,1461,69,8011,407,5909,3,6714,1887,41,75,0,9,49,6
2011年02月12日,7533,1467,69,8043,415,5972,3,6771,1900,41,75,0,9,50,6
2011年02月13日,7582,1471,70,8084,416,6021,3,6817,1915,41,79,0,9,50,6
2011年02月14日,7627,1476,70,8129,418,6083,3,6856,1927,41,80,0,9,51,6
2011年02月15日,7664,1482,71,8173,423,6139,3,6895,1939,41,80,0,9,51,6
2011年02月16日,7709,1489,71,8229,427,6188,3,6935,1949,41,80,0,9,51,6
2011年02月17日,7759,1498,71,8280,443,6227,3,6973,1956,41,80,0,9,51,6
2011年02月18日,7812,1505,71,8324,446,6285,3,7022,1965,41,80,0,9,51,6
2011年02月19日,7859,1512,71,8357,458,6325,3,7068,1979,41,81,0,9,51,6
2011年02月20日,7900,1517,71,8401,459,6374,3,7104,1987,41,85,0,9,51,6
2011年02月21日,7935,1525,71,8427,468,6399,3,7142,1992,41,85,0,9,51,6
2011年02月22日,7975,1532,71,8478,479,6428,3,7191,1999,41,85,0,9,51,6
2011年02月23日,7995,1537,72,8509,489,6465,3,7229,2002,41,89,0,9,51,6
2011年02月24日,8039,1549,72,8556,491,6498,3,7268,2003,41,93,0,9,52,6
2011年02月25日,8074,1558,72,8603,496,6551,3,7297,2010,41,99,0,9,52,6
2011年02月26日,8118,1565,72,8649,505,6628,3,7335,2017,41,103,0,9,52,6
2011年02月27日,8157,1574,74,8693,506,6672,3,7370,2032,41,107,0,9,52,6
2011年02月28日,8188,1583,75,8746,510,6714,3,7399,2041,41,113,0,9,52,6
2011年03月01日,8223,1592,75,8779,515,6744,3,7424,2048,41,117,0,9,53,6
2011年03月02日,8254,1598,75,8824,517,6773,3,7460,2059,42,118,0,9,53,6
2011年03月03日,8280,1603,75,8854,520,6802,3,7504,2063,44,124,0,9,53,6
2011年03月04日,8312,1610,75,8901,532,6831,3,7531,2070,44,124,0,9,53,6
2011年03月05日,8347,1617,75,8949,533,6892,3,7577,2077,44,131,0,9,53,6
2011年03月06日,8390,1622,75,8984,542,6947,3,7629,2082,44,136,0,9,53,6
2011年03月07日,8448,1630,75,9017,551,6979,3,7651,2093,44,140,0,9,53,6
2011年03月08日,8479,1637,75,9065,552,7020,3,7686,2102,44,140,0,9,53,6
2011年03月09日,8521,1646,76,9107,553,7051,3,7723,2105,44,142,0,9,53,6
2011年03月10日,8556,1651,76,9153,556,7077,3,7751,2112,44,142,0,9,53,6
2011年03月11日,8582,1659,76,9176,564,7116,3,7781,2113,44,144,0,9,53,6
2011年03月12日,8606,1661,76,9199,564,7175,3,7826,2124,44,148,0,9,53,6
2011年03月13日,8643,1670,79,9251,573,7232,3,7872,2135,44,148,0,9,53,6
2011年03月14日,8671,1676,79,9290,574,7263,3,7907,2139,44,149,0,9,53,6
2011年03月15日,8693,1683,79,9320,579,7297,3,7942,2150,44,150,0,9,53,6
2011年03月16日,8722,1687,79,9353,579,7331,3,7961,2154,44,152,0,9,53,6
2011年03月17日,8753,1693,79,9394,581,7362,3,7982,2160,44,152,0,9,53,6
2011年03月18日,8783,1698,80,9438,585,7399,3,8013,2166,44,152,0,9,53,6
2011年03月19日,8825,1702,80,9478,587,7437,3,8052,2178,44,152,0,9,54,6
2011年03月20日,8863,1709,80,9517,591,7489,3,8087,2189,44,152,0,9,54,6
2011年03月21日,8920,1718,80,9564,593,7526,3,8119,2198,44,152,0,10,54,6
2011年03月22日,8956,1726,80,9602,595,7559,3,8152,2208,44,153,0,10,54,6
2011年03月23日,8999,1732,80,9644,596,7597,3,8191,2212,44,157,0,10,56,6
2011年03月24日,9040,1736,81,9693,599,7630,3,8226,2223,44,159,0,10,57,6
2011年03月25日,9066,1742,81,9733,607,7667,3,8271,2232,44,159,0,10,57,6
2011年03月26日,9106,1751,81,9781,612,7741,3,8323,2238,45,159,0,10,57,6
2011年03月27日,9150,1760,81,9816,612,7776,3,8355,2246,45,160,0,10,58,6
2011年03月28日,9186,1767,81,9858,620,7812,3,8403,2253,45,161,0,10,58,6
2011年03月29日,9219,1777,81,9898,621,7853,3,8446,2260,45,163,0,10,58,6
2011年03月30日,9271,1788,83,9946,628,7883,3,8472,2262,45,164,0,10,58,6
2011年03月31日,9313,1795,83,10002,633,7909,3,8497,2265,45,165,0,10,58,6
2011年04月01日,9371,1805,83,10053,638,7947,3,8528,2275,45,165,0,10,58,6
2011年04月02日,9424,1812,84,10121,650,8009,3,8591,2285,45,165,0,10,58,6
2011年04月03日,9484,1846,84,10190,653,8067,3,8647,2292,46,165,0,10,58,6
2011年04月04日,9546,1855,84,10260,658,8147,4,8711,2303,46,165,0,10,58,6
2011年04月05日,9625,1863,85,10336,663,8197,4,8781,2318,46,165,0,10,58,6
2011年04月06日,9677,1869,85,10399,665,8239,4,8825,2333,46,165,0,10,58,6
2011年04月07日,9716,1879,85,10436,675,8281,4,8880,2338,46,165,0,10,58,6
2011年04月08日,9765,1897,85,10493,682,8338,4,8924,2353,46,166,0,10,58,6
2011年04月09日,9839,1916,85,10576,688,8371,4,8967,2364,47,166,0,10,58,6
2011年04月10日,9883,1935,85,10637,696,8421,4,9027,2374,47,166,0,10,58,6
2011年04月11日,9931,1951,85,10691,705,8462,4,9071,2382,47,166,0,10,58,6
2011年04月12日,9983,1957,85,10729,715,8501,4,9110,2389,48,168,0,10,58,6
2011年04月13日,10024,1969,85,10786,725,8545,4,9162,2404,48,169,0,10,58,6
2011年04月14日,10079,1980,85,10836,730,8583,4,9202,2407,48,171,0,10,58,6
2011年04月15日,10127,1994,85,10886,734,8651,4,9248,2416,48,172,0,10,58,6
2011年04月16日,10174,2008,85,10964,735,8700,4,9304,2426,49,173,0,10,58,6
2011年04月17日,10234,2015,85,11005,742,8751,4,9367,2436,49,173,0,10,58,6
2011年04月18日,10302,2024,85,11050,749,8799,4,9411,2447,49,173,0,10,58,6
2011年04月19日,10341,2029,85,11103,757,8845,4,9447,2455,49,173,0,10,58,6
2011年04月20日,10401,2041,85,11150,764,8893,4,9487,2465,49,173,0,10,58,6
2011年04月21日,10460,2047,86,11198,768,8949,4,9530,2473,49,174,0,10,60,6
2011年04月22日,10508,2062,87,11265,794,8994,4,9577,2481,49,175,0,10,60,6
